"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045926","negative regulation of growth","11/295","253/28928",0.0434782608695652,4.26352247605011,5.29205604024857,6.36599035272538e-05,0.0027112045579996,0.00177130889463552,"Mt3/Serpine2/Cdkn2a/Mt1/Sema6d/Vgll4/Agt/Tgfb2/Ptprj/Cryab/Adrb1",11
"GO:0051962","positive regulation of nervous system development","14/295","397/28928",0.035264483627204,3.45807112667037,5.00565001241767,6.53311530139873e-05,0.00273656022176549,0.0017878744881926,"Ptn/Metrn/Serpine2/Ncan/Grm5/Cask/Apoe/Hes1/Adgrl3/Grid2/Nefl/Adgrb3/Bdnf/Srf",14
"GO:0001952","regulation of cell-matrix adhesion","8/295","132/28928",0.0606060606060606,5.94309193631228,5.7776183478518,6.56831569012328e-05,0.00273656022176549,0.0017878744881926,"Myh9/Ajap1/Cdkn2a/Cask/Mmp14/Cdh13/Ptprj/Jag1",8
"GO:0009308","amine metabolic process","8/295","133/28928",0.0601503759398496,5.89840703453549,5.74713539035455,6.92773955453017e-05,0.00285527158199077,0.00186543207699234,"Abhd4/Odc1/Nr4a2/Chka/Tgfb2/Sat1/Abat/Atp2b4",8
"GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","9/295","172/28928",0.0523255813953488,5.13109972408356,5.51562770047904,7.27219159278425e-05,0.00295520093406809,0.0019307188328911,"Tnfrsf1a/Cntn1/Hes1/Gprc5b/Agt/Ptprj/Ehd4/Nox4/Crlf1",9
"GO:0007623","circadian rhythm","11/295","257/28928",0.0428015564202335,4.19716414957462,5.22563840622424,7.32439574058098e-05,0.00295520093406809,0.0019307188328911,"Egr1/Per1/Ppargc1a/Six3/Naglu/Phlpp1/Bdnf/Rora/Adrb1/Kcnma1/Per3",11
"GO:0031644","regulation of nervous system process","9/295","173/28928",0.0520231213872832,5.1014401881062,5.49201895276333,7.60378829063712e-05,0.00300755025227291,0.00196492016701423,"Agt/Grm3/Tnfrsf21/Lpin1/Neto1/Abat/Wasf3/Tmem100/Rapgef4",9
"GO:0042157","lipoprotein metabolic process","7/295","100/28928",0.07,6.86427118644068,5.96260538533697,7.61107160110807e-05,0.00300755025227291,0.00196492016701423,"Dbi/Apoe/Svip/Itgav/Lipa/Abca1/Wipi1",7
"GO:1903706","regulation of hemopoiesis","15/295","458/28928",0.0327510917030568,3.2116053585967,4.8425701215036,8.26115741564511e-05,0.00323112411981303,0.00211098748569492,"Tmem176a/Fos/Ptn/Tmem176b/Egr3/Zfp36/Nfkbiz/Cdkn2a/Hoxa5/Mmp14/Mef2c/Ubash3b/Car2/Jag1/Inpp4b",15
"GO:0048545","response to steroid hormone","13/295","357/28928",0.0364145658263305,3.57084935669183,4.9610921710825,8.62239817331915e-05,0.00330779758675121,0.00216108049456414,"Fos/Junb/Acsbg1/Fosb/Zfp36/Per1/A2m/Atp1a1/Klf9/Tgfb2/Abca3/Nefl/Bdnf",13
"GO:0051591","response to cAMP","7/295","102/28928",0.0686274509803922,6.72967763376537,5.88392816636754,8.62978759914221e-05,0.00330779758675121,0.00216108049456414,"Fos/Fosb/Rap1a/Gpd1/Per1/Rap1b/Itpr2",7
"GO:0008544","epidermis development","14/295","409/28928",0.0342298288508557,3.35661182711036,4.87205115380703,8.95446412767818e-05,0.00337163190326049,0.00220278531255076,"Dbi/Plod1/Zfp36/Nfkbiz/Cdkn2a/Hes1/Klf7/Tfap2a/Tgfb2/Maff/Jag1/Naglu/Srf/Kcnma1",14
"GO:0048762","mesenchymal cell differentiation","11/295","263/28928",0.0418250950570342,4.10141135528775,5.12850228071966,8.99271546352617e-05,0.00337163190326049,0.00220278531255076,"Sema6d/Hes1/Mef2c/Agt/Tfap2a/Tgfb2/Jag1/Rflnb/Gsc/Timp3/Tmem100",11
"GO:0030856","regulation of epithelial cell differentiation","9/295","177/28928",0.0508474576271186,4.9861534041942,5.39937440130965,9.06021617625437e-05,0.00337163190326049,0.00220278531255076,"Tnfrsf1a/Ajap1/Zfp36/Hes1/Klf7/Tgfb2/Maff/Jag1/Tmem100",9
"GO:0021549","cerebellum development","8/295","139/28928",0.0575539568345324,5.64379953664187,5.57053430754938,9.44449654002196e-05,0.00344769097503849,0.00225247691916915,"Gpx4/Serpine2/Cntn1/Sez6l/Grid2/Naglu/Abat/Rora",8
"GO:0097009","energy homeostasis","8/295","139/28928",0.0575539568345324,5.64379953664187,5.57053430754938,9.44449654002196e-05,0.00344769097503849,0.00225247691916915,"Pcsk1n/Apoe/Prcp/Lipa/Slc25a25/Sgip1/Ppargc1a/Adrb1",8
"GO:0070371","ERK1 and ERK2 cascade","13/295","362/28928",0.0359116022099447,3.52152823298062,4.90030016964272,9.90648311761539e-05,0.00358222167828489,0.00234036974546246,"Myh9/Mt3/Dusp1/Rap1a/Atf3/Fgf1/Apoe/Ndrg2/Rap1b/Itgav/Agt/Nox4/Phlpp1",13
"GO:0070613","regulation of protein processing","6/295","73/28928",0.0821917808219178,8.05980961225911,6.13017904380241,0.000102581828669479,0.00364446143901192,0.00238103279371918,"Myh9/Serpine2/Ctsz/Spon1/Mmp14/Clec3b",6
"GO:0035914","skeletal muscle cell differentiation","7/295","105/28928",0.0666666666666667,6.5374011299435,5.76979420019875,0.000103638480785885,0.00364446143901192,0.00238103279371918,"Fos/Egr1/Nr4a1/Atf3/Mef2c/Maff/Hlf",7
"GO:1990748","cellular detoxification","7/295","105/28928",0.0666666666666667,6.5374011299435,5.76979420019875,0.000103638480785885,0.00364446143901192,0.00238103279371918,"Gstm5/Cp/Gpx4/Mt3/Apoe/Mgst3/Sod3",7
"GO:0043409","negative regulation of MAPK cascade","9/295","182/28928",0.0494505494505494,4.84917116781524,5.28741606914076,0.000112034460192648,0.00390389169016745,0.00255052613204124,"Dusp1/Atf3/Apoe/Per1/Ndrg2/Agt/Smpd1/Ptprj/Phlpp1",9
"GO:0009895","negative regulation of catabolic process","13/295","367/28928",0.0354223433242507,3.47355100909805,4.84056969359827,0.000113527414040843,0.0039063881107859,0.00255215711633313,"Dbi/Cst3/Mt3/Serpine2/Ier3/Timp4/Zfp36/Cdkn2a/Dap/Svip/Ppargc1a/Atp2b4/Timp3",13
"GO:0046683","response to organophosphorus","8/295","143/28928",0.0559440559440559,5.48593101813441,5.45841776805347,0.000115102201387141,0.0039063881107859,0.00255215711633313,"Fos/Fosb/Rap1a/Gpd1/Per1/Rap1b/Itpr2/Cib2",8
"GO:1902742","apoptotic process involved in development","5/295","47/28928",0.106382978723404,10.4320230796971,6.56866252096801,0.000115163542008559,0.0039063881107859,0.00255215711633313,"Tnfrsf1a/Cdkn2a/Tgfb2/Six3/Cryab",5
"GO:0006816","calcium ion transport","15/295","473/28928",0.0317124735729387,3.10975740853549,4.69583766725268,0.00011780674685769,0.00394181439257491,0.00257530213792569,"Dbi/Stim2/Cask/Hes1/Itgav/Agt/Slc25a25/Tgfb2/Itpr2/Plcd1/Ubash3b/Ehd3/Hrc/Atp2b4/Adrb1",15
"GO:0048662","negative regulation of smooth muscle cell proliferation","6/295","75/28928",0.08,7.8448813559322,6.02462955205706,0.000119293104497441,0.00394181439257491,0.00257530213792569,"Apoe/Ndrg2/Mef2c/Agt/Ppargc1a/Timp3",6
"GO:0050885","neuromuscular process controlling balance","6/295","75/28928",0.08,7.8448813559322,6.02462955205706,0.000119293104497441,0.00394181439257491,0.00257530213792569,"Hexa/Slc1a3/Gm2a/Abr/Nefl/Kcnma1",6
"GO:0021675","nerve development","7/295","108/28928",0.0648148148148148,6.35580665411174,5.6600342492879,0.0001237122071883,0.00405289649703208,0.00264787531174957,"Serpine2/Slc1a3/Nptx1/Hes1/Tfap2a/Naglu/Bdnf",7
"GO:0048512","circadian behavior","6/295","76/28928",0.0789473684210526,7.74165923282783,5.97330802040956,0.000128421229891147,0.00415583056722377,0.00271512513749718,"Egr1/Six3/Naglu/Adrb1/Kcnma1/Per3",6
"GO:0045444","fat cell differentiation","11/295","274/28928",0.0401459854014599,3.93675615489299,4.95769516758655,0.000129022655230793,0.00415583056722377,0.00271512513749718,"Nr4a1/Zfp36/Aamdc/Trib2/Zbtb7c/Hes1/Nr4a2/Lpin1/Jag1/Rora/Adrb1",11
"GO:0051043","regulation of membrane protein ectodomain proteolysis","4/295","26/28928",0.153846153846154,15.0863102998696,7.29372283333898,0.000132715189992973,0.00423914436035887,0.00276955646485335,"Timp4/Apoe/Sh3d19/Timp3",4
"GO:0032102","negative regulation of response to external stimulus","14/295","426/28928",0.0328638497652582,3.22266252884539,4.69104866947997,0.000137043205227943,0.00426867327584544,0.00278884856529483,"Tnfrsf1a/Serpine2/Ier3/Ajap1/Dusp1/Zfp36/Cask/Apoe/A2m/Abr/Ubash3b/Grid2/Susd4/Rora",14
"GO:0006650","glycerophospholipid metabolic process","11/295","276/28928",0.0398550724637681,3.90822893637927,4.92759425510971,0.000137497609962138,0.00426867327584544,0.00278884856529483,"Dbi/Rab38/Pld1/Pla2g7/Abhd4/Gpat2/Chka/Lpin1/Abca3/Plcd1/Inpp4b",11
"GO:0170041","non-proteinogenic amino acid metabolic process","6/295","77/28928",0.0779220779220779,7.64111820383007,5.92291386078809,0.000138094308949866,0.00426867327584544,0.00278884856529483,"Slc1a3/Odc1/Slc38a1/Nox4/Abat/Atp2b4",6
"GO:1903317","regulation of protein maturation","6/295","77/28928",0.0779220779220779,7.64111820383007,5.92291386078809,0.000138094308949866,0.00426867327584544,0.00278884856529483,"Myh9/Serpine2/Ctsz/Spon1/Mmp14/Clec3b",6
"GO:0031329","regulation of cellular catabolic process","14/295","428/28928",0.0327102803738318,3.20760335814985,4.67035377999923,0.000143856862764932,0.00441122683982388,0.00288198296014967,"Dbi/Bag3/Mt3/Timp4/Gpd1/Apoe/Dap/Svip/Irs2/Sh3d19/Mid2/Wipi1/Atp2b4/Timp3",14
"GO:0007162","negative regulation of cell adhesion","12/295","326/28928",0.0368098159509202,3.60960798585838,4.80966857208039,0.000145274607728463,0.00441934580494601,0.00288728731650804,"Serpine2/Ajap1/Dusp1/Cdkn2a/Cask/Coro2b/Mmp14/Epha5/Cdh13/Tnfrsf21/Ubash3b/Jag1",12
"GO:0019915","lipid storage","7/295","111/28928",0.0630630630630631,6.1840280958925,5.55435625575785,0.000146832864927219,0.00442857821097611,0.0028933191162377,"Hexa/Plin2/Apoe/Gm2a/Itgav/Lipa/Plin3",7
"GO:0098869","cellular oxidant detoxification","6/295","78/28928",0.0769230769230769,7.54315514993481,5.87341773242538,0.000148335505708781,0.00442857821097611,0.0028933191162377,"Cp/Gpx4/Mt3/Apoe/Mgst3/Sod3",6
"GO:0055088","lipid homeostasis","9/295","189/28928",0.0476190476190476,4.66957223567393,5.13735759080231,0.000149044244512371,0.00442857821097611,0.0028933191162377,"Apoe/Abhd4/Rcn3/Hsdl2/Lipa/Abca1/Abca3/Rora/Adrb1",9
"GO:0044242","cellular lipid catabolic process","10/295","233/28928",0.0429184549356223,4.2086273368735,4.99141183476723,0.000151688113840116,0.00444153895461152,0.00290178674750321,"Dbi/Hexa/Ech1/Pld1/Gm2a/Pla2g7/Smpd1/Irs2/Lpin1/Naglu",10
"GO:0051592","response to calcium ion","8/295","149/28928",0.0536912751677852,5.2650210442498,5.29792422199419,0.000152981980267225,0.00444153895461152,0.00290178674750321,"Fos/Junb/Fosb/Kcnmb4/Mef2c/Smpd1/Plcd1/Kcnma1",8
"GO:0060485","mesenchyme development","12/295","328/28928",0.0365853658536585,3.58759818106656,4.78387718511885,0.000153750951811717,0.00444153895461152,0.00290178674750321,"Hoxa5/Sema6d/Hes1/Mef2c/Agt/Tfap2a/Tgfb2/Jag1/Rflnb/Gsc/Timp3/Tmem100",12
"GO:0006509","membrane protein ectodomain proteolysis","5/295","50/28928",0.1,9.80610169491525,6.3257849226738,0.000155153230282655,0.00444153895461152,0.00290178674750321,"Myh9/Timp4/Apoe/Sh3d19/Timp3",5
"GO:0006576","biogenic amine metabolic process","7/295","112/28928",0.0625,6.12881355932203,5.51999081129319,0.000155274255131214,0.00444153895461152,0.00290178674750321,"Abhd4/Odc1/Nr4a2/Chka/Tgfb2/Sat1/Abat",7
"GO:0007622","rhythmic behavior","6/295","79/28928",0.0759493670886076,7.44767217335336,5.82479158945417,0.000159168538167292,0.0044859779911414,0.00293082006424139,"Egr1/Six3/Naglu/Adrb1/Kcnma1/Per3",6
"GO:1902475","L-alpha-amino acid transmembrane transport","6/295","79/28928",0.0759493670886076,7.44767217335336,5.82479158945417,0.000159168538167292,0.0044859779911414,0.00293082006424139,"Slc1a3/Slc38a1/Agt/Ttyh1/Slc1a2/Slc38a3",6
"GO:0045598","regulation of fat cell differentiation","8/295","151/28928",0.0529801324503311,5.19528566618027,5.24634120931142,0.000167683470320001,0.0046914652681501,0.00306507088660225,"Zfp36/Aamdc/Trib2/Zbtb7c/Hes1/Lpin1/Jag1/Rora",8
"GO:0009409","response to cold","5/295","51/28928",0.0980392156862745,9.61382519109339,6.24934332818807,0.000170594712693589,0.00473832995474296,0.00309568895116742,"Pcsk1n/Thra/Agt/Lipa/Adrb1",5
"GO:0042593","glucose homeostasis","12/295","332/28928",0.036144578313253,3.54437410659588,4.73289254089383,0.000171979761139574,0.00474243470825891,0.00309837070617983,"Myh9/Cdkn2a/Tsc22d4/Nptx1/Epha5/Klf7/Gprc5b/Prcp/Irs2/Ptprj/Nox4/Srf",12
"GO:0033500","carbohydrate homeostasis","12/295","333/28928",0.036036036036036,3.53373034051,4.72026887397031,0.000176815243622587,0.00482819372248407,0.00315439956768495,"Myh9/Cdkn2a/Tsc22d4/Nptx1/Epha5/Klf7/Gprc5b/Prcp/Irs2/Ptprj/Nox4/Srf",12
"GO:0006883","intracellular sodium ion homeostasis","4/295","28/28928",0.142857142857143,14.0087167070218,6.9902680489998,0.000178868642993148,0.00482819372248407,0.00315439956768495,"Slc1a3/Atp1b2/Atp1a1/Agt",4
"GO:0034104","negative regulation of tissue remodeling","4/295","28/28928",0.142857142857143,14.0087167070218,6.9902680489998,0.000178868642993148,0.00482819372248407,0.00315439956768495,"Cst3/Agt/Abr/Ubash3b",4
"GO:0022037","metencephalon development","8/295","153/28928",0.0522875816993464,5.12737343524981,5.19566442163727,0.000183528113297934,0.00491932348441244,0.00321393729507386,"Gpx4/Serpine2/Cntn1/Sez6l/Grid2/Naglu/Abat/Rora",8
"GO:0030308","negative regulation of cell growth","9/295","195/28928",0.0461538461538462,4.52589308996089,5.0144723177731,0.00018841154143887,0.00498782086753909,0.00325868863028149,"Mt3/Serpine2/Cdkn2a/Sema6d/Vgll4/Agt/Tgfb2/Ptprj/Cryab",9
"GO:0045859","regulation of protein kinase activity","15/295","494/28928",0.0303643724696356,2.97756124339532,4.49990884347825,0.000188686153350683,0.00498782086753909,0.00325868863028149,"Mt3/Dusp1/Rap1a/Fgf1/Cdkn2a/Apoe/Trib2/Sez6l/Gprc5b/Agt/Smpd1/Tgfb2/Ubash3b/Ptprj/Nox4",15
"GO:0008344","adult locomotory behavior","7/295","116/28928",0.0603448275862069,5.91747516072472,5.38658783052621,0.000193060614370054,0.00506850229370149,0.00331140015563344,"Hexa/Zic1/Sez6l/Cnp/Nr4a2/Eps8/Kcnma1",7
"GO:0043407","negative regulation of MAP kinase activity","5/295","53/28928",0.0943396226415094,9.25103933482571,6.10259958292271,0.000204971287988045,0.0052640745392681,0.00343917319920326,"Dusp1/Apoe/Agt/Smpd1/Ptprj",5
"GO:0010954","positive regulation of protein processing","4/295","29/28928",0.137931034482759,13.5256575102279,6.84995002740806,0.00020583031752513,0.0052640745392681,0.00343917319920326,"Myh9/Spon1/Mmp14/Clec3b",4
"GO:0046473","phosphatidic acid metabolic process","4/295","29/28928",0.137931034482759,13.5256575102279,6.84995002740806,0.00020583031752513,0.0052640745392681,0.00343917319920326,"Pld1/Abhd4/Gpat2/Lpin1",4
"GO:0050807","regulation of synapse organization","13/295","390/28928",0.0333333333333333,3.26870056497175,4.57853981379743,0.000206003438792125,0.0052640745392681,0.00343917319920326,"Ptn/Ncan/Pdlim5/Cask/Apoe/Mdga2/Mef2c/Adgrl3/Grid2/Nefl/Adgrb3/Bdnf/Rapgef4",13
"GO:0007264","small GTPase-mediated signal transduction","14/295","444/28928",0.0315315315315315,3.09201404794625,4.50904814178751,0.000209754849601449,0.00528941012185759,0.00345572567314298,"Rap1a/Apoe/Sipa1l2/Rap1b/Itgav/Lipa/Cdh13/Tgfb2/Abca1/Chn1/Eps8/Cadm4/Adrb1/Rapgef4",14
"GO:0070482","response to oxygen levels","14/295","444/28928",0.0315315315315315,3.09201404794625,4.50904814178751,0.000209754849601449,0.00528941012185759,0.00345572567314298,"Fos/Egr1/Mt3/Plod1/Mmp14/Nr4a2/Tgfb2/Itpr2/Sod3/Cryab/Abat/Rora/Srf/Kcnma1",14
"GO:0048738","cardiac muscle tissue development","11/295","290/28928",0.0379310344827586,3.71955581531268,4.72448976291708,0.000211175920584155,0.00529043989280435,0.00345639845249195,"Pdlim5/Fgf1/Vgll4/Mef2c/Speg/Agt/Tgfb2/Nox4/Naglu/Adrb1/Srf",11
"GO:1904062","regulation of monoatomic cation transmembrane transport","12/295","340/28928",0.0352941176470588,3.46097706879362,4.63323595545038,0.000214031283061652,0.00532715524659293,0.00348038566236274,"Dbi/Stim2/Atp1b2/Tgfb2/Ubash3b/Ehd3/Scn1b/Neto1/Hrc/Atp2b4/Adrb1/Rgs7",12
"GO:0032368","regulation of lipid transport","8/295","157/28928",0.0509554140127389,4.99673971715427,5.09691619819699,0.000218918156302033,0.00537506880475335,0.00351168898526871,"Dbi/Apoe/Atp8a1/Itgav/Agt/Irs2/Abca1/Abca3",8
"GO:0090596","sensory organ morphogenesis","12/295","341/28928",0.0351906158357771,3.45082757592326,4.62098901420924,0.000219857106176694,0.00537506880475335,0.00351168898526871,"Ptn/Zic1/Vax2/Tfap2a/Abr/Vax2os/Six3/Jag1/Naglu/Gsc/Bdnf/Mfap2",12
"GO:0050730","regulation of peptidyl-tyrosine phosphorylation","10/295","244/28928",0.040983606557377,4.01889413726035,4.80675757527652,0.000220163266983114,0.00537506880475335,0.00351168898526871,"Tnfrsf1a/Cntn1/Hes1/Gprc5b/Agt/Ptprj/Ehd4/Nox4/Crlf1/Cadm4",10
"GO:0097237","cellular response to toxic substance","7/295","119/28928",0.0588235294117647,5.76829511465603,5.29056183318191,0.000226009416734304,0.0054828740148265,0.00358212126856036,"Gstm5/Cp/Gpx4/Mt3/Apoe/Mgst3/Sod3",7
"GO:0048592","eye morphogenesis","9/295","200/28928",0.045,4.41274576271186,4.91581484820104,0.000227501520948754,0.00548436056475832,0.00358309247492277,"Ptn/Vax2/Tfap2a/Vax2os/Six3/Jag1/Naglu/Bdnf/Mfap2",9
"GO:0060541","respiratory system development","11/295","293/28928",0.037542662116041,3.6814716260774,4.68260690765775,0.000230697003852906,0.00552663509855119,0.00361071165898727,"Ctsz/Fgf1/Hoxa5/Thra/Mmp14/Rcn3/Hes1/Speg/Lipa/Abca3/Srf",11
"GO:0035264","multicellular organism growth","10/295","246/28928",0.040650406504065,3.98622020118506,4.77434662225406,0.000235047296047191,0.00559587755123529,0.00365594976983502,"Gpx4/Selenom/Brinp2/Hoxa5/Agt/Slc25a25/Sgip1/Slc1a2/Six3/Adrb1",10
"GO:0001706","endoderm formation","5/295","55/28928",0.0909090909090909,8.91463790446841,5.96342441581603,0.000244384774275371,0.00574679042820551,0.003754545547311,"Myh9/Dusp1/Mmp15/Mmp14/Itgav",5
"GO:0048701","embryonic cranial skeleton morphogenesis","5/295","55/28928",0.0909090909090909,8.91463790446841,5.96342441581603,0.000244384774275371,0.00574679042820551,0.003754545547311,"Mmp16/Mmp14/Mef2c/Tfap2a/Tgfb2",5
"GO:0055017","cardiac muscle tissue growth","7/295","121/28928",0.0578512396694215,5.67295139375263,5.2283446902547,0.000250388055674356,0.00582208810106922,0.00380373970984489,"Pdlim5/Fgf1/Vgll4/Mef2c/Agt/Tgfb2/Adrb1",7
"GO:0050803","regulation of synapse structure or activity","13/295","398/28928",0.0326633165829146,3.20299804105272,4.49194096896148,0.000250624716064811,0.00582208810106922,0.00380373970984489,"Ptn/Ncan/Pdlim5/Cask/Apoe/Mdga2/Mef2c/Adgrl3/Grid2/Nefl/Adgrb3/Bdnf/Rapgef4",13
"GO:0048844","artery morphogenesis","6/295","86/28928",0.0697674418604651,6.84146629877808,5.50665279155106,0.000253679487247749,0.00583051217339901,0.00380924340162749,"Apoe/Hes1/Tgfb2/Jag1/Naglu/Srf",6
"GO:0071248","cellular response to metal ion","9/295","203/28928",0.0443349753694581,4.34753277114469,4.85816338765127,0.000254029619868937,0.00583051217339901,0.00380924340162749,"Fos/Junb/Mt3/Fosb/Mt1/Nptx1/Mef2c/Smpd1/Tfap2a",9
"GO:0052547","regulation of peptidase activity","13/295","400/28928",0.0325,3.18698305084746,4.47063309903533,0.000262991464443188,0.00600027549530201,0.00392015472374902,"Nr4a1/Cst3/Pcsk1n/Serpine2/Timp4/Mgmt/Cdkn2a/A2m/Dap/Mical1/Rcn3/Cryab/Timp3",13
"GO:0051954","positive regulation of amine transport","5/295","56/28928",0.0892857142857143,8.75544794188862,5.89646527316733,0.000266126824375476,0.0060006876287225,0.00392042398251495,"Slc38a1/Agt/Plcd1/Slc38a3/Abat",5
"GO:0060561","apoptotic process involved in morphogenesis","4/295","31/28928",0.129032258064516,12.6530344450519,6.58904960764723,0.000268344625223726,0.0060006876287225,0.00392042398251495,"Tnfrsf1a/Cdkn2a/Tgfb2/Cryab",4
"GO:1903319","positive regulation of protein maturation","4/295","31/28928",0.129032258064516,12.6530344450519,6.58904960764723,0.000268344625223726,0.0060006876287225,0.00392042398251495,"Myh9/Spon1/Mmp14/Clec3b",4
"GO:0003151","outflow tract morphogenesis","6/295","87/28928",0.0689655172413793,6.76282875511397,5.46411036506871,0.000270167260193913,0.0060006876287225,0.00392042398251495,"Hes1/Mef2c/Tfap2a/Tgfb2/Jag1/Dhrs3",6
"GO:0043405","regulation of MAP kinase activity","8/295","162/28928",0.0493827160493827,4.84251935551371,4.97809421951919,0.000270837192739106,0.0060006876287225,0.00392042398251495,"Dusp1/Fgf1/Apoe/Trib2/Agt/Smpd1/Ptprj/Nox4",8
"GO:0008016","regulation of heart contraction","9/295","205/28928",0.0439024390243902,4.30511781727987,4.82034648071121,0.000273101463008399,0.00600895992563683,0.00392582851499856,"Thra/Atp1a1/Agt/Tgfb2/Ehd3/Scn1b/Hrc/Atp2b4/Adrb1",9
"GO:0018108","peptidyl-tyrosine phosphorylation","11/295","299/28928",0.0367892976588629,3.60759594127317,4.60046870179628,0.000274345939730353,0.00600895992563683,0.00392582851499856,"Tnfrsf1a/Cntn1/Hes1/Gprc5b/Agt/Aatk/Ptprj/Ehd4/Nox4/Crlf1/Cadm4",11
"GO:0014074","response to purine-containing compound","8/295","163/28928",0.049079754601227,4.81281064781117,4.95491410214558,0.000282340100622485,0.00609561496633092,0.00398244277669031,"Fos/Fosb/Rap1a/Gpd1/Per1/Rap1b/Itpr2/Cib2",8
"GO:0051384","response to glucocorticoid","8/295","163/28928",0.049079754601227,4.81281064781117,4.95491410214558,0.000282340100622485,0.00609561496633092,0.00398244277669031,"Fos/Acsbg1/Fosb/Zfp36/A2m/Klf9/Abca3/Nefl",8
"GO:0007612","learning","9/295","206/28928",0.0436893203883495,4.2842191870989,4.80161886534116,0.000283073170886226,0.00609561496633092,0.00398244277669031,"Fos/Ptn/Grm5/Atp8a1/Agt/Adgrb3/Neto1/Bdnf/Srf",9
"GO:0007215","glutamate receptor signaling pathway","5/295","57/28928",0.087719298245614,8.60184359203092,5.83115684834093,0.000289306156662965,0.00614893463946586,0.00401727807194839,"Gria3/Grm5/Gria4/Mef2c/Grm3",5
"GO:0001894","tissue homeostasis","11/295","301/28928",0.0365448504983389,3.58362520412185,4.57355725778349,0.000290361901837548,0.00614893463946586,0.00401727807194839,"Nfkbiz/Atp1b2/Trp53inp2/Itgav/Lipa/Ubash3b/Car2/Nox4/Naglu/Srf/Cib2",11
"GO:0060249","anatomical structure homeostasis","11/295","301/28928",0.0365448504983389,3.58362520412185,4.57355725778349,0.000290361901837548,0.00614893463946586,0.00401727807194839,"Nfkbiz/Atp1b2/Trp53inp2/Itgav/Lipa/Ubash3b/Car2/Nox4/Naglu/Srf/Cib2",11
"GO:0055007","cardiac muscle cell differentiation","8/295","164/28928",0.0487804878048781,4.78346424142208,4.93192196994122,0.000294239245582433,0.00619680784789817,0.0040485550332019,"Pdlim5/Mef2c/Speg/Agt/Nox4/Naglu/Adrb1/Srf",8
"GO:0003012","muscle system process","14/295","460/28928",0.0304347826086957,2.98446573323508,4.35485120262115,0.000300186226650189,0.00627048141310965,0.0040966881189086,"Tnfrsf1a/Nr4a1/Pdlim5/Atp1a1/Mef2c/Agt/Ehd3/Scn1b/Abat/Hrc/Atp2b4/Adrb1/Srf/Kcnma1",14
"GO:0045861","negative regulation of proteolysis","12/295","353/28928",0.0339943342776204,3.33351898977289,4.47749234226571,0.000301009282549485,0.00627048141310965,0.0040966881189086,"Nr4a1/Cst3/Pcsk1n/Serpine2/Ctsz/Timp4/Cdkn2a/A2m/Mical1/Svip/Cryab/Timp3",12
"GO:0055006","cardiac cell development","7/295","125/28928",0.056,5.49141694915254,5.10797539953314,0.000305492367690993,0.00632947159653825,0.00413522812368064,"Pdlim5/Speg/Agt/Jag1/Naglu/Adrb1/Srf",7
"GO:0018212","peptidyl-tyrosine modification","11/295","303/28928",0.0363036303630363,3.55997091234547,4.54687354888811,0.00030715920570179,0.00632979158846753,0.00413543718372698,"Tnfrsf1a/Cntn1/Hes1/Gprc5b/Agt/Aatk/Ptprj/Ehd4/Nox4/Crlf1/Cadm4",11
"GO:0045604","regulation of epidermal cell differentiation","5/295","58/28928",0.0862068965517241,8.45353594389246,5.76742869852384,0.000313984471507983,0.00636773798566191,0.00416022867010578,"Zfp36/Hes1/Klf7/Tgfb2/Maff",5
"GO:0089718","amino acid import across plasma membrane","5/295","58/28928",0.0862068965517241,8.45353594389246,5.76742869852384,0.000313984471507983,0.00636773798566191,0.00416022867010578,"Slc1a3/Slc38a1/Agt/Slc1a2/Slc38a3",5
"GO:1902895","positive regulation of miRNA transcription","5/295","58/28928",0.0862068965517241,8.45353594389246,5.76742869852384,0.000313984471507983,0.00636773798566191,0.00416022867010578,"Fos/Egr1/Agt/Tgfb2/Srf",5
"GO:0030100","regulation of endocytosis","12/295","355/28928",0.0338028169014084,3.31473860109811,4.45417718618448,0.000316742532803677,0.00638986383282364,0.00417468413041522,"Myh9/Rap1a/Apoe/Itgav/Smpd1/Abr/Cdh13/Tspan7/Sgip1/Ptprj/Susd4/Ehd4",12
"GO:0003015","heart process","10/295","256/28928",0.0390625,3.83050847457627,4.61726421823476,0.00032273837704095,0.00647673402721445,0.00423143895828283,"Thra/Atp1a1/Agt/Tgfb2/Ehd3/Scn1b/Nox4/Hrc/Atp2b4/Adrb1",10
"GO:1990778","protein localization to cell periphery","13/295","409/28928",0.0317848410757946,3.11685383945962,4.37637631804056,0.000325312245458918,0.006494384566896,0.00424297056988358,"Tnfrsf1a/Cd81/Rab38/Rap1a/Cask/Nptx1/Mmp14/Ehd3/Ehd4/Neto1/Atp2b4/Gpr179/Rapgef4",13
"GO:0019218","regulation of steroid metabolic process","7/295","127/28928",0.0551181102362205,5.40493794207927,5.04971828640707,0.000336477867954384,0.00664803952509873,0.00434335782888486,"Egr1/Fgf1/Apoe/Atp1a1/Ppargc1a/Rora/Kcnma1",7
